Date,US_sm63,UK_sm63,JP_sm63,DE_sm63,IT_sm63
2023-08-25,4.227261904761905,4.459101190476191,0.6395714285714286,2.6177777777777775,4.367301587301587
2023-08-28,4.241547619047618,4.458761507936508,0.6446349206349207,2.6231746031746033,4.377460317460318
2023-08-29,4.253452380952381,4.457228174603175,0.649031746031746,2.626984126984127,4.3861904761904755
2023-08-30,4.267579365079365,4.45694246031746,0.6533809523809523,2.6325396825396825,4.396507936507937
2023-08-31,4.280753968253968,4.458090079365079,0.6578412698412698,2.6382539682539683,4.4090476190476195
2023-09-01,4.295992063492063,4.462609126984128,0.6624444444444444,2.644761904761905,4.420634920634921
2023-09-04,4.311547619047619,4.466655158730158,0.6675873015873016,2.6514285714285712,4.433492063492063
2023-09-05,4.328531746031746,4.4726043650793645,0.6737777777777778,2.658888888888889,4.448571428571428
2023-09-06,4.3463095238095235,4.479250396825398,0.680142857142857,2.6671428571428573,4.463650793650794
2023-09-07,4.362500000000001,4.485123412698412,0.6860793650793651,2.674920634920635,4.4779365079365085
2023-09-08,4.378373015873016,4.490294841269841,0.6928253968253969,2.681746031746032,4.49015873015873
2023-09-11,4.39138888888889,4.494674206349206,0.6993650793650793,2.686984126984127,4.502698412698413
2023-09-12,4.407103174603174,4.499074206349207,0.7039047619047618,2.693809523809524,4.515714285714286
2023-09-13,4.421230158730159,4.504188492063492,0.7081904761904761,2.69984126984127,4.528730158730159
2023-09-14,4.433769841269841,4.507217063492064,0.7126031746031746,2.7044444444444444,4.538888888888889
2023-09-15,4.446468253968254,4.509705952380952,0.7169365079365079,2.7095238095238092,4.548253968253968
2023-09-18,4.457261904761904,4.510431349206349,0.722,2.7133333333333334,4.556190476190476
2023-09-19,4.468690476190477,4.5116884920634925,0.727,2.7171428571428566,4.564126984126984
2023-09-20,4.477896825396825,4.510863095238095,0.731904761904762,2.7195238095238095,4.569682539682541
2023-09-21,4.486626984126985,4.509394841269842,0.736920634920635,2.7230158730158727,4.575555555555556
2023-09-22,4.4972619047619045,4.509039285714285,0.7417619047619047,2.727301587301587,4.583174603174602
2023-09-25,4.505039682539683,4.507572619047619,0.7462539682539683,2.729206349206349,4.589365079365079
2023-09-26,4.510277777777778,4.503128174603175,0.7503174603174604,2.728888888888889,4.593015873015873
