Date,IT_DE_spread_bp_sm63,ES_DE_spread_bp_sm63,FR_DE_spread_bp_sm63
1995-05-09,586.6428571428571,484.56150793650795,73.19047619047618
1995-05-10,585.7354497354497,483.99695767195766,73.04497354497354
1995-05-11,584.936507936508,483.40277777777777,72.96031746031744
1995-05-12,583.7169312169311,482.65462962962965,72.78835978835978
1995-05-15,582.8439153439153,481.97367724867723,72.83597883597882
1995-05-16,581.9391534391534,481.77367724867725,72.83597883597882
1995-05-17,580.5185185185185,481.18161375661373,72.8121693121693
1995-05-18,579.3756613756614,480.6165343915344,72.68518518518518
1995-05-19,578.1693121693121,480.3085978835979,72.58994708994707
1995-05-22,576.9629629629629,479.9530423280423,72.510582010582
1995-05-23,575.9153439153439,479.8022486772487,72.52645502645501
1995-05-24,574.9153439153439,479.77843915343914,72.68518518518518
1995-05-25,573.9153439153439,479.7546296296297,72.78042328042328
1995-05-26,572.4550264550264,479.35462962962964,72.71693121693121
1995-05-29,571.1534391534391,478.7841534391534,72.63756613756614
1995-05-30,569.6931216931216,478.06701058201054,72.55502645502645
1995-05-31,567.9669312169311,477.27415343915345,72.51455026455027
1995-06-01,566.3161375661375,476.31224867724865,72.39550264550265
1995-06-02,564.776455026455,475.3709788359788,72.20502645502646
1995-06-05,563.2526455026455,474.36780423280425,71.93518518518519
1995-06-06,561.9193121693121,473.5408201058201,71.68121693121694
1995-06-07,560.5542328042328,472.55986772486773,71.52248677248677
1995-06-08,559.0066137566138,471.68208994709,71.41137566137567
1995-06-09,557.292328042328,470.59637566137565,71.09391534391536
1995-06-12,555.7208994708994,469.47891534391533,70.82407407407408
1995-06-13,554.308201058201,468.3408201058201,70.55423280423281
1995-06-14,553.1613756613756,467.2936772486772,70.2367724867725
1995-06-15,552.0820105820105,466.40383597883596,69.96693121693121
1995-06-16,551.0661375661375,465.5006613756613,69.76058201058201
1995-06-19,550.1931216931216,464.81653439153445,69.61772486772487
1995-06-20,549.3994708994709,464.03240740740745,69.30026455026456
1995-06-21,548.589947089947,463.4482804232804,69.18518518518519
1995-06-22,547.7328042328041,462.89907407407406,69.07407407407408
1995-06-23,547.3280423280423,462.6530423280423,69.17724867724868
1995-06-26,547.2010582010581,462.87208994709,69.32010582010582
1995-06-27,546.8518518518518,462.9054232804233,69.41534391534393
1995-06-28,546.6137566137565,462.8820105820106,69.3994708994709
1995-06-29,546.10582010582,462.7058201058201,69.494708994709
1995-06-30,545.3216931216931,462.23280423280426,69.40899470899471
1995-07-03,544.4455026455026,461.62407407407403,69.32645502645502
1995-07-04,543.6359788359788,461.0669312169312,69.24708994708995
1995-07-05,542.8423280423281,460.20343915343915,69.23121693121693
1995-07-06,542.0010582010582,459.52883597883596,69.12010582010582
1995-07-07,541.0486772486772,459.06534391534393,68.92962962962963
1995-07-10,540.2391534391534,458.68756613756614,68.75502645502645
1995-07-11,538.8899470899471,458.23677248677245,68.51693121693121
1995-07-12,537.3661375661376,457.43835978835983,68.18359788359788
1995-07-13,536.0010582010582,456.5177248677249,67.85026455026455
1995-07-14,535.0804232804232,455.51137566137567,67.61216931216931
1995-07-17,534.2074074074073,454.5621693121693,67.42169312169311
1995-07-18,533.3820105820106,453.71613756613755,67.294708994709
1995-07-19,532.5566137566137,452.8320105820106,67.04074074074074
1995-07-20,532.0962962962963,452.38439153439157,66.92962962962963
1995-07-21,531.4137566137566,452.0304232804233,66.72328042328043
1995-07-24,530.5724867724867,451.58915343915345,66.5962962962963
1995-07-25,529.5883597883598,450.96693121693124,66.43756613756614
1995-07-26,528.2391534391534,450.1399470899471,66.35820105820106
1995-07-27,527.0486772486772,449.08597883597884,66.46931216931218
1995-07-28,525.6994708994708,447.90978835978837,66.37407407407407
1995-07-31,524.3978835978836,446.77962962962965,66.50105820105819
1995-08-01,522.7153439153439,445.51613756613756,66.53280423280422
1995-08-02,520.8740740740741,444.0066137566137,66.62804232804233
1995-08-03,519.1915343915343,442.7542328042328,66.72328042328043
1995-08-04,517.5407407407407,441.53201058201057,66.69153439153439
1995-08-07,516.1624338624339,440.41402116402116,66.88465608465607
1995-08-08,514.8502645502646,439.4224867724868,67.0962962962963
1995-08-09,513.9746031746032,438.51984126984127,67.41111111111111
1995-08-10,513.1809523809524,437.4896825396826,67.95079365079364
1995-08-11,512.5301587301587,436.57539682539687,68.25238095238095
1995-08-14,511.7603174603175,435.81349206349205,68.4984126984127
1995-08-15,510.7920634920635,434.9769841269841,68.8
1995-08-16,510.0936507936508,434.07380952380953,69.0063492063492
1995-08-17,509.6650793650794,433.31349206349205,69.22857142857143
1995-08-18,509.23650793650796,432.61984126984123,69.53015873015872
